pharmacy_id,sku,qty_available,price
ph26031,OTC034,38,23.21
ph26031,OTC033,23,72.27
ph26031,OTC032,43,180.21
ph26031,OTC043,24,191.61
ph26031,OTC003,169,208.27
ph26031,OTC016,72,188.36
ph11186,OTC043,44,237.84
ph11186,OTC036,38,161.78
ph11186,OTC001,179,75.65
ph11186,OTC026,31,207.05
ph11186,OTC003,179,121.78
ph11186,OTC041,34,137.06
ph11186,OTC030,55,217.11
ph11186,OTC023,98,199.97
ph11186,OTC008,54,174.92
ph11186,OTC006,31,75.95
ph11186,OTC013,95,122.94
ph11186,OTC039,54,153.25
ph11186,OTC002,142,223.55
ph11186,OTC031,80,22.59
ph11186,OTC037,99,193.74
ph11186,OTC040,50,233.18
ph11186,OTC042,72,60.3
ph11186,OTC035,43,180.38
ph11186,OTC015,23,103.67
ph11186,OTC034,18,240.89
ph39806,OTC037,51,243.66
ph39806,OTC038,46,53.24
ph39806,OTC015,91,22.18
ph39806,OTC039,13,226.83
ph39806,OTC032,79,225.39
ph39806,OTC042,45,181.22
ph39806,OTC023,47,167.61
ph39806,OTC008,10,23.96
ph39806,OTC030,73,197.3
ph39806,OTC040,49,100.5
ph39806,OTC031,30,35.11
ph39806,OTC036,32,110.01
ph39806,OTC006,64,19.04
ph39806,OTC041,24,235.79
ph39806,OTC002,105,134.03
ph39806,OTC010,49,25.16
ph39806,OTC011,22,244.55
ph39806,OTC016,54,217.46
ph39806,OTC013,11,227.18
ph39806,OTC043,99,89.79
ph39806,OTC033,14,163.7
ph39806,OTC005,28,164.96
ph15241,OTC036,99,210.57
ph15241,OTC013,80,113.03
ph15241,OTC037,16,139.79
ph15241,OTC033,31,158.36
ph15241,OTC041,70,236.13
ph15241,OTC026,80,103.82
ph15241,OTC042,60,128.68
ph15241,OTC016,26,112.06
ph15241,OTC023,33,182.73
ph15241,OTC031,58,132.34
ph15241,OTC032,29,101.62
ph15241,OTC035,87,118.03
ph15241,OTC034,35,57.21
ph15241,OTC008,22,157.45
ph15241,OTC003,65,90.46
ph15241,OTC039,73,224.32
ph15241,OTC015,52,216.38
ph15241,OTC011,70,43.82
ph15241,OTC030,32,158.06
ph15241,OTC038,90,139.7
ph15241,OTC010,52,33.51
ph15241,OTC006,16,42.13
ph15241,OTC007,66,133.09
ph80663,OTC008,35,28.66
ph80663,OTC031,29,207.32
ph80663,OTC016,10,174.46
ph80663,OTC030,77,35.96
ph80663,OTC033,84,138.84
ph80663,OTC011,41,129.7
ph80663,OTC009,94,140.04
ph80663,OTC026,46,83.13
ph80663,OTC032,60,190.53
ph80663,OTC001,125,182.58
ph80663,OTC002,131,113.02
ph80663,OTC040,32,78.54
ph80663,OTC005,65,141.45
ph80663,OTC015,51,72.09
ph80663,OTC013,23,161.52
ph80663,OTC017,91,157.89
ph80663,OTC042,40,24.62
ph80663,OTC007,30,226.43
ph80663,OTC034,69,90.79
ph80663,OTC043,17,31.45
ph80663,OTC038,96,113.45
ph80663,OTC010,13,115.74
ph80663,OTC041,31,73.06
ph71315,OTC010,40,82.01
ph71315,OTC040,21,137.68
ph71315,OTC023,36,28.77
ph71315,OTC036,11,208.9
ph71315,OTC017,88,18.79
ph71315,OTC043,67,40.77
ph71315,OTC030,97,145.14
ph71315,OTC035,66,98.64
ph71315,OTC042,88,90.94
ph71315,OTC032,93,84.09
ph71315,OTC011,50,161.54
ph71315,OTC005,42,120.64
ph71315,OTC026,99,229.65
ph71315,OTC039,87,88.0
ph71315,OTC038,94,109.47
ph71315,OTC041,68,40.37
ph71315,OTC013,39,85.54
ph71315,OTC009,80,207.42
ph67557,OTC033,54,58.39
ph67557,OTC036,11,132.14
ph67557,OTC003,57,31.04
ph67557,OTC034,89,209.42
ph67557,OTC041,59,35.52
ph67557,OTC013,34,23.76
ph67557,OTC032,73,122.13
ph67557,OTC043,34,148.12
ph67557,OTC001,130,81.29
ph67557,OTC035,76,216.01
ph67557,OTC030,79,85.34
ph67557,OTC002,188,92.48
ph67557,OTC023,93,139.34
ph67557,OTC031,32,84.07
ph67557,OTC017,79,170.76
ph67557,OTC009,83,69.65
ph67557,OTC026,21,103.83
ph67557,OTC016,58,21.9
ph67557,OTC039,53,96.58
ph67557,OTC040,60,173.96
ph30969,OTC043,10,204.06
ph30969,OTC042,36,111.31
ph30969,OTC036,46,194.85
ph30969,OTC001,81,118.95
ph30969,OTC008,35,202.49
ph30969,OTC003,60,218.71
ph30969,OTC035,58,76.8
ph30969,OTC030,69,51.52
ph30969,OTC031,67,95.09
ph30969,OTC013,67,188.45
ph30969,OTC011,95,142.15
ph30969,OTC017,89,178.33
ph30969,OTC026,70,66.98
ph30969,OTC015,89,203.84
ph30969,OTC007,27,224.12
ph30969,OTC034,88,163.04
ph30969,OTC037,78,213.38
ph30969,OTC009,91,61.09
ph30969,OTC033,29,222.12
ph30969,OTC010,11,227.02
ph98874,OTC013,90,138.66
ph98874,OTC043,68,173.98
ph98874,OTC001,198,142.49
ph98874,OTC008,93,63.79
ph98874,OTC009,88,43.62
ph98874,OTC017,70,83.32
ph98874,OTC040,21,86.46
ph98874,OTC007,92,209.5
ph98874,OTC039,29,122.04
ph98874,OTC016,11,97.48
ph98874,OTC034,47,23.64
ph98874,OTC038,15,224.25
ph98874,OTC042,50,236.37
ph98874,OTC023,40,85.66
ph98874,OTC030,41,230.6
ph98874,OTC035,65,156.54
ph98874,OTC006,76,103.27
ph98874,OTC032,22,202.78
ph98874,OTC011,78,16.08
ph98874,OTC003,91,101.04
ph98366,OTC037,63,186.79
ph98366,OTC005,18,117.72
ph98366,OTC010,14,173.01
ph98366,OTC011,68,195.85
ph98366,OTC008,76,61.41
ph98366,OTC030,78,166.01
ph98366,OTC031,56,70.19
ph98366,OTC007,80,203.28
ph98366,OTC002,172,201.43
ph98366,OTC038,36,121.96
ph98366,OTC003,61,84.8
ph98366,OTC035,71,36.74
ph98366,OTC041,25,128.85
ph98366,OTC006,18,48.99
ph98366,OTC009,57,55.95
ph98366,OTC023,24,193.36
ph98366,OTC016,34,207.66
ph98366,OTC036,22,131.61
ph98366,OTC017,35,42.87
ph98366,OTC033,73,224.21
ph98366,OTC001,123,240.94
ph38225,OTC033,93,88.14
ph38225,OTC026,93,63.96
ph38225,OTC038,13,160.73
ph38225,OTC013,97,86.77
ph38225,OTC016,17,35.22
ph38225,OTC001,87,102.12
ph38225,OTC035,41,58.95
ph38225,OTC015,78,172.12
ph38225,OTC003,157,234.67
ph38225,OTC041,99,132.24
ph38225,OTC037,49,238.38
ph38225,OTC017,43,124.9
ph38225,OTC030,24,59.88
ph38225,OTC002,65,182.51
ph38225,OTC043,60,240.25
ph38225,OTC039,71,232.8
ph38225,OTC007,45,246.54
ph38225,OTC008,88,175.03
ph38225,OTC023,40,130.03
ph38225,OTC036,57,120.73
ph38225,OTC040,18,80.21
ph38225,OTC005,47,239.67
ph33989,OTC043,45,118.88
ph33989,OTC009,44,213.84
ph33989,OTC031,14,35.32
ph33989,OTC042,24,55.07
ph33989,OTC005,27,174.87
ph33989,OTC033,64,211.29
ph33989,OTC001,162,80.26
ph33989,OTC034,15,56.46
ph33989,OTC016,43,163.04
ph33989,OTC030,69,185.56
ph33989,OTC011,87,133.76
ph33989,OTC035,32,233.51
ph33989,OTC003,135,207.72
ph33989,OTC041,96,133.37
ph33989,OTC013,10,185.38
ph33989,OTC010,16,175.3
ph33989,OTC026,36,129.95
ph33989,OTC002,107,201.36
ph33989,OTC006,39,207.21
ph33989,OTC017,48,73.98
ph33989,OTC039,77,26.09
ph33989,OTC015,76,199.57
ph14673,OTC007,89,70.37
ph14673,OTC010,71,58.24
ph14673,OTC035,89,205.95
ph14673,OTC017,87,84.27
ph14673,OTC005,89,209.11
ph14673,OTC026,13,85.65
ph14673,OTC034,90,239.32
ph14673,OTC042,57,104.07
ph14673,OTC030,26,129.97
ph14673,OTC011,85,173.66
ph14673,OTC009,49,179.26
ph14673,OTC013,17,98.26
ph14673,OTC003,116,174.09
ph14673,OTC039,70,172.62
ph14673,OTC043,52,168.63
ph14673,OTC040,81,115.7
ph14673,OTC038,13,239.23
ph14673,OTC001,103,43.27
ph14673,OTC008,91,48.27
ph14673,OTC032,34,61.63
ph14673,OTC041,38,50.21
ph77504,OTC003,159,56.25
ph77504,OTC006,31,20.31
ph77504,OTC009,74,15.33
ph77504,OTC036,15,230.57
ph77504,OTC032,92,164.56
ph77504,OTC030,83,233.1
ph77504,OTC001,143,62.01
ph77504,OTC011,32,169.45
ph77504,OTC013,72,141.7
ph77504,OTC041,13,103.66
ph77504,OTC002,198,96.63
ph77504,OTC037,89,99.84
ph77504,OTC023,80,203.01
ph77504,OTC039,26,173.86
ph77504,OTC016,17,59.93
ph77504,OTC008,30,149.52
ph77504,OTC017,65,51.63
ph77504,OTC031,76,185.21
ph77504,OTC007,63,209.67
ph77504,OTC043,85,123.72
ph77504,OTC042,19,114.52
ph77504,OTC035,97,222.87
ph85587,OTC010,36,20.66
ph85587,OTC011,19,100.19
ph85587,OTC008,95,152.37
ph85587,OTC037,53,45.93
ph85587,OTC039,25,92.28
ph85587,OTC009,98,24.71
ph85587,OTC031,35,202.64
ph85587,OTC036,54,107.98
ph85587,OTC005,58,103.43
ph85587,OTC040,42,63.04
ph85587,OTC002,170,16.65
ph85587,OTC017,55,112.47
ph85587,OTC042,13,245.55
ph85587,OTC007,58,136.56
ph85587,OTC035,34,204.28
ph85587,OTC038,93,146.38
ph85587,OTC030,28,99.09
ph85587,OTC016,83,237.46
ph85587,OTC001,125,163.87
ph85587,OTC041,76,185.11
ph85587,OTC032,27,141.97
ph85587,OTC003,79,222.97
ph55896,OTC035,33,133.51
ph55896,OTC036,11,212.74
ph55896,OTC001,178,228.42
ph55896,OTC017,39,166.14
ph55896,OTC041,57,78.0
ph55896,OTC026,14,215.67
ph55896,OTC023,17,112.8
ph55896,OTC009,11,128.27
ph55896,OTC039,35,249.11
ph55896,OTC042,30,27.27
ph55896,OTC030,18,87.77
ph55896,OTC038,90,221.55
ph55896,OTC011,100,129.71
ph55896,OTC034,11,141.78
ph55896,OTC002,89,244.14
ph55896,OTC010,30,209.94
ph55896,OTC015,93,48.91
ph55896,OTC007,41,55.8
ph55896,OTC043,39,205.81
ph55896,OTC033,86,41.14
ph25758,OTC015,23,153.31
ph25758,OTC036,41,74.91
ph25758,OTC041,77,216.43
ph25758,OTC043,51,144.85
ph25758,OTC039,57,138.68
ph25758,OTC006,67,53.05
ph25758,OTC005,94,145.09
ph25758,OTC013,58,32.64
ph25758,OTC010,10,117.19
ph25758,OTC037,95,54.93
ph25758,OTC030,31,239.6
ph25758,OTC001,107,131.65
ph25758,OTC002,85,101.82
ph25758,OTC003,97,138.29
ph25758,OTC032,13,175.97
ph25758,OTC042,19,242.75
ph25758,OTC016,97,57.26
ph25758,OTC023,20,226.69
ph25758,OTC035,36,132.68
ph25758,OTC011,62,145.49
ph50922,OTC041,52,38.15
ph50922,OTC032,63,237.4
ph50922,OTC031,59,235.95
ph50922,OTC010,25,39.89
ph50922,OTC038,90,169.94
ph50922,OTC009,14,185.73
ph50922,OTC017,64,236.67
ph50922,OTC016,10,104.51
ph50922,OTC007,53,138.79
ph50922,OTC015,36,179.75
ph50922,OTC002,181,112.87
ph50922,OTC008,96,141.84
ph50922,OTC043,35,99.73
ph50922,OTC026,33,94.76
ph50922,OTC005,64,89.33
ph50922,OTC023,28,120.84
ph50922,OTC001,163,203.32
ph50922,OTC036,27,145.81
ph50922,OTC013,93,139.42
ph88024,OTC005,19,220.63
ph88024,OTC033,39,65.74
ph88024,OTC011,36,29.18
ph88024,OTC036,79,221.57
ph88024,OTC038,44,76.88
ph88024,OTC030,66,206.87
ph88024,OTC013,67,189.68
ph88024,OTC003,90,182.39
ph88024,OTC007,36,188.01
ph88024,OTC042,33,248.93
ph88024,OTC009,35,106.68
ph88024,OTC001,177,43.41
ph88024,OTC026,19,147.11
ph88024,OTC002,84,211.56
ph88024,OTC035,34,218.68
ph88024,OTC006,35,24.34
ph88024,OTC016,40,111.25
ph88024,OTC041,16,194.32
ph88024,OTC039,90,239.35
ph88024,OTC037,62,192.75
ph88024,OTC043,64,84.13
ph88024,OTC031,84,97.06
ph88024,OTC023,64,60.52
ph18321,OTC042,67,178.62
ph18321,OTC031,24,169.42
ph18321,OTC035,76,128.77
ph18321,OTC016,98,121.35
ph18321,OTC033,63,202.89
ph18321,OTC039,46,69.32
ph18321,OTC041,81,85.06
ph18321,OTC037,71,35.16
ph18321,OTC032,88,16.55
ph18321,OTC010,13,135.94
ph18321,OTC043,38,89.37
ph18321,OTC008,45,89.48
ph18321,OTC036,53,169.71
ph18321,OTC023,33,134.23
ph18321,OTC007,98,187.54
ph18321,OTC017,13,85.39
ph18321,OTC005,52,213.01
ph18321,OTC011,17,180.06
ph18321,OTC006,96,27.7
ph18321,OTC001,90,149.92
ph18321,OTC034,76,241.0
ph18321,OTC009,37,171.33
ph18321,OTC026,60,227.99
ph91399,OTC017,36,150.28
ph91399,OTC001,71,78.26
ph91399,OTC039,65,46.69
ph91399,OTC030,20,57.09
ph91399,OTC015,11,121.34
ph91399,OTC005,74,89.2
ph91399,OTC023,49,134.89
ph91399,OTC031,34,224.33
ph91399,OTC002,155,235.68
ph91399,OTC041,35,211.48
ph91399,OTC010,11,114.94
ph91399,OTC036,50,29.7
ph91399,OTC035,99,235.28
ph91399,OTC037,98,133.16
ph91399,OTC034,18,218.68
ph91399,OTC038,25,51.79
ph91399,OTC016,68,152.08
ph91399,OTC011,82,211.53
ph68068,OTC007,13,234.19
ph68068,OTC001,50,139.48
ph68068,OTC016,56,24.66
ph68068,OTC003,181,145.49
ph68068,OTC008,73,122.95
ph68068,OTC040,38,95.44
ph68068,OTC043,36,47.64
ph68068,OTC015,44,165.57
ph68068,OTC026,70,131.88
ph68068,OTC038,22,53.61
ph68068,OTC042,43,149.77
ph68068,OTC011,86,146.8
ph68068,OTC035,83,198.23
ph68068,OTC032,87,189.36
ph68068,OTC017,28,210.59
ph68068,OTC002,117,30.37
ph68068,OTC036,74,96.97
ph68068,OTC034,15,151.95
ph68068,OTC039,49,56.66
ph68068,OTC010,40,23.91
ph68068,OTC037,66,179.84
ph44515,OTC023,29,30.65
ph44515,OTC030,90,90.05
ph44515,OTC026,35,82.51
ph44515,OTC005,41,150.5
ph44515,OTC017,41,162.42
ph44515,OTC033,32,49.02
ph44515,OTC006,23,87.31
ph44515,OTC001,127,144.65
ph44515,OTC034,73,229.9
ph44515,OTC032,11,81.63
ph44515,OTC010,85,162.52
ph44515,OTC036,40,30.74
ph44515,OTC016,30,241.69
ph44515,OTC040,23,196.59
ph44515,OTC007,41,237.38
ph44515,OTC015,76,101.64
ph44515,OTC013,61,175.69
ph44515,OTC038,87,65.57
ph44515,OTC031,26,163.24
ph44515,OTC008,44,247.2
ph44515,OTC011,67,17.73
ph18498,OTC002,55,190.13
ph18498,OTC038,86,44.77
ph18498,OTC016,12,223.47
ph18498,OTC033,83,134.05
ph18498,OTC030,32,235.49
ph18498,OTC032,44,69.54
ph18498,OTC013,31,64.88
ph18498,OTC041,12,88.02
ph18498,OTC005,72,235.25
ph18498,OTC017,29,228.04
ph18498,OTC011,85,93.15
ph18498,OTC034,45,195.28
ph18498,OTC036,60,241.08
ph18498,OTC009,97,108.15
ph18498,OTC023,94,128.54
ph18498,OTC039,60,230.62
ph18498,OTC042,37,235.47
ph18498,OTC035,83,60.08
ph18498,OTC007,71,125.16
ph18498,OTC010,89,78.59
ph11059,OTC037,92,94.36
ph11059,OTC040,34,168.27
ph11059,OTC032,75,28.44
ph11059,OTC011,11,206.35
ph11059,OTC009,75,62.58
ph11059,OTC039,89,159.48
ph11059,OTC031,53,218.42
ph11059,OTC033,63,114.64
ph11059,OTC006,71,192.33
ph11059,OTC017,34,200.3
ph11059,OTC016,72,150.7
ph11059,OTC036,82,61.95
ph11059,OTC007,37,239.79
ph11059,OTC008,58,163.4
ph11059,OTC001,145,103.94
ph11059,OTC030,27,191.89
ph11059,OTC013,85,86.56
ph11059,OTC005,32,241.76
ph11059,OTC035,55,59.54
ph11059,OTC026,67,168.34
ph11059,OTC038,79,186.81
ph11059,OTC034,46,221.01
ph11059,OTC010,69,108.36
ph11059,OTC002,54,229.67
ph81420,OTC003,53,47.81
ph81420,OTC031,35,92.03
ph81420,OTC039,57,174.65
ph81420,OTC015,45,129.82
ph81420,OTC032,17,232.79
ph81420,OTC038,45,178.11
ph81420,OTC026,66,128.9
ph81420,OTC002,137,183.98
ph81420,OTC013,60,201.95
ph81420,OTC005,96,100.44
ph81420,OTC037,43,83.39
ph81420,OTC041,68,216.5
ph81420,OTC016,16,202.01
ph81420,OTC040,33,167.4
ph81420,OTC001,101,160.23
ph81420,OTC023,100,233.36
ph81420,OTC035,11,20.83
ph81420,OTC030,91,62.05
ph72600,OTC002,68,116.08
ph72600,OTC023,23,71.4
ph72600,OTC017,43,18.45
ph72600,OTC038,80,243.74
ph72600,OTC039,56,59.61
ph72600,OTC009,89,87.03
ph72600,OTC013,99,70.53
ph72600,OTC015,60,55.27
ph72600,OTC003,85,195.8
ph72600,OTC011,13,18.96
ph72600,OTC035,51,218.81
ph72600,OTC042,55,162.79
ph72600,OTC031,67,96.92
ph72600,OTC005,64,56.45
ph72600,OTC036,17,224.73
ph72600,OTC040,20,151.6
ph72600,OTC026,94,40.7
ph72600,OTC034,22,83.75
ph72600,OTC030,89,89.11
ph33018,OTC008,49,149.07
ph33018,OTC005,69,120.16
ph33018,OTC003,163,249.18
ph33018,OTC033,54,213.65
ph33018,OTC035,34,170.43
ph33018,OTC015,39,191.26
ph33018,OTC043,84,154.88
ph33018,OTC001,71,103.69
ph33018,OTC037,49,27.03
ph33018,OTC007,32,151.49
ph33018,OTC013,99,172.46
ph33018,OTC017,83,56.26
ph33018,OTC006,46,137.79
ph33018,OTC010,75,150.93
ph33018,OTC011,72,225.86
ph33018,OTC041,27,57.86
ph33018,OTC032,71,243.37
ph33018,OTC034,71,53.5
ph33018,OTC030,98,193.67
ph54890,OTC010,25,117.74
ph54890,OTC031,17,88.43
ph54890,OTC005,81,94.69
ph54890,OTC034,63,172.53
ph54890,OTC001,168,197.34
ph54890,OTC007,26,122.31
ph54890,OTC016,33,27.04
ph54890,OTC042,62,141.72
ph54890,OTC013,27,142.29
ph54890,OTC035,21,249.15
ph54890,OTC036,62,63.67
ph54890,OTC006,74,89.45
ph54890,OTC038,86,39.43
ph54890,OTC011,74,17.08
ph54890,OTC039,13,158.28
ph54890,OTC032,77,206.14
ph54890,OTC033,17,155.51
ph54890,OTC015,21,211.52
ph54890,OTC026,68,177.69
ph54890,OTC023,89,57.79
ph54890,OTC040,82,53.81
ph54890,OTC041,43,119.66
ph14053,OTC003,120,188.19
ph14053,OTC011,26,85.33
ph14053,OTC035,33,184.68
ph14053,OTC001,174,33.45
ph14053,OTC002,191,44.49
ph14053,OTC026,30,210.22
ph14053,OTC031,15,209.15
ph14053,OTC036,48,91.64
ph14053,OTC038,90,238.49
ph14053,OTC007,26,226.69
ph14053,OTC041,29,151.82
ph14053,OTC033,51,215.29
ph14053,OTC017,57,215.73
ph14053,OTC023,63,57.78
ph14053,OTC015,17,43.1
ph14053,OTC030,71,213.24
ph14053,OTC013,55,88.92
ph14053,OTC040,92,140.6
ph14053,OTC042,44,32.68
ph14053,OTC032,28,179.01
ph14053,OTC006,31,36.35
ph64451,OTC032,95,221.2
ph64451,OTC007,66,149.56
ph64451,OTC042,31,28.56
ph64451,OTC016,38,138.48
ph64451,OTC031,17,209.25
ph64451,OTC035,11,234.46
ph64451,OTC037,28,163.99
ph64451,OTC041,58,144.91
ph64451,OTC030,76,200.86
ph64451,OTC040,79,102.84
ph64451,OTC039,85,142.35
ph64451,OTC043,78,126.93
ph64451,OTC011,99,208.76
ph64451,OTC015,72,41.46
ph64451,OTC008,43,208.33
ph64451,OTC001,106,205.09
ph64451,OTC010,79,110.86
ph64451,OTC013,18,204.28
ph64451,OTC005,58,132.44
ph64451,OTC009,37,138.51
ph64451,OTC006,34,161.27
ph64451,OTC003,50,150.12
ph64451,OTC034,64,70.29
ph15539,OTC032,49,80.99
ph15539,OTC030,18,102.16
ph15539,OTC031,75,243.65
ph15539,OTC017,16,212.63
ph15539,OTC008,28,34.64
ph15539,OTC003,111,234.28
ph15539,OTC034,37,87.25
ph15539,OTC005,42,34.58
ph15539,OTC036,73,100.99
ph15539,OTC026,91,183.07
ph15539,OTC006,49,107.36
ph15539,OTC042,49,128.1
ph15539,OTC023,45,222.0
ph15539,OTC002,154,164.98
ph15539,OTC040,53,193.96
ph15539,OTC033,69,77.11
ph15539,OTC037,73,227.5
ph15539,OTC013,52,129.8
ph15539,OTC041,48,127.78
ph15539,OTC007,61,163.5
ph31765,OTC010,42,35.42
ph31765,OTC003,166,29.43
ph31765,OTC015,14,196.37
ph31765,OTC041,19,71.87
ph31765,OTC040,94,109.61
ph31765,OTC033,61,146.25
ph31765,OTC013,91,29.13
ph31765,OTC002,77,62.61
ph31765,OTC036,19,172.46
ph31765,OTC026,57,128.82
ph31765,OTC030,39,183.11
ph31765,OTC038,16,38.81
ph31765,OTC034,55,47.11
ph31765,OTC037,52,104.79
ph31765,OTC035,68,93.4
ph31765,OTC001,67,17.35
ph31765,OTC032,67,115.66
ph31765,OTC031,59,171.83
ph31765,OTC042,52,134.12
ph82256,OTC031,35,27.67
ph82256,OTC042,19,25.92
ph82256,OTC007,36,21.84
ph82256,OTC011,14,91.3
ph82256,OTC002,156,29.61
ph82256,OTC010,62,66.2
ph82256,OTC005,48,227.17
ph82256,OTC016,91,36.2
ph82256,OTC006,29,220.97
ph82256,OTC009,100,192.36
ph82256,OTC041,51,133.53
ph82256,OTC036,61,209.86
ph82256,OTC030,84,181.73
ph82256,OTC040,97,45.21
ph82256,OTC038,47,86.62
ph82256,OTC001,168,135.79
ph82256,OTC039,49,42.95
ph82256,OTC017,49,17.53
ph82256,OTC015,22,137.69
ph82256,OTC034,58,99.58
ph96409,OTC032,50,185.31
ph96409,OTC017,64,56.85
ph96409,OTC023,99,218.35
ph96409,OTC043,28,77.65
ph96409,OTC026,18,179.0
ph96409,OTC038,62,100.36
ph96409,OTC015,66,66.77
ph96409,OTC008,15,179.2
ph96409,OTC002,83,73.94
ph96409,OTC040,73,199.48
ph96409,OTC030,84,110.6
ph96409,OTC006,33,167.62
ph96409,OTC009,27,65.7
ph96409,OTC003,109,188.52
ph96409,OTC035,28,122.83
ph96409,OTC016,60,96.57
ph96409,OTC041,71,155.19
ph96409,OTC033,87,231.76
ph96409,OTC011,12,106.98
ph47435,OTC042,85,40.1
ph47435,OTC026,59,183.0
ph47435,OTC023,76,78.93
ph47435,OTC038,61,26.36
ph47435,OTC030,98,41.78
ph47435,OTC010,69,137.49
ph47435,OTC006,86,142.21
ph47435,OTC031,82,179.51
ph47435,OTC037,90,198.02
ph47435,OTC009,36,135.26
ph47435,OTC039,84,70.85
ph47435,OTC041,48,247.51
ph47435,OTC013,67,207.89
ph47435,OTC036,27,219.68
ph47435,OTC008,81,58.92
ph47435,OTC002,121,117.32
ph47435,OTC015,43,157.57
ph47435,OTC033,81,83.13
ph47435,OTC005,81,123.24
ph67086,OTC016,58,17.67
ph67086,OTC005,100,59.26
ph67086,OTC010,91,165.91
ph67086,OTC006,98,67.24
ph67086,OTC003,122,138.84
ph67086,OTC036,49,82.68
ph67086,OTC031,45,28.21
ph67086,OTC033,95,232.29
ph67086,OTC040,68,249.39
ph67086,OTC013,12,93.46
ph67086,OTC007,12,217.04
ph67086,OTC017,80,93.11
ph67086,OTC042,100,56.5
ph67086,OTC030,27,47.19
ph67086,OTC038,39,106.67
ph67086,OTC011,55,231.8
ph67086,OTC002,95,55.32
ph67086,OTC008,70,97.4
ph67086,OTC001,54,106.44
ph67086,OTC032,37,170.83
ph67086,OTC009,20,141.96
ph67086,OTC043,63,96.96
ph70616,OTC031,89,210.26
ph70616,OTC034,45,29.18
ph70616,OTC039,55,39.68
ph70616,OTC013,35,157.9
ph70616,OTC035,85,199.64
ph70616,OTC002,200,132.96
ph70616,OTC032,43,90.69
ph70616,OTC001,119,194.38
ph70616,OTC037,16,70.62
ph70616,OTC009,25,97.71
ph70616,OTC005,96,226.09
ph70616,OTC038,77,200.59
ph70616,OTC015,82,15.05
ph70616,OTC033,18,188.94
